Penyakit,Gejala 1,Gejala 2,Gejala 3,Gejala 4,Gejala 5,Gejala 6,Gejala 7,Gejala 8,Gejala 9,Gejala 10,Gejala 11,Gejala 12,Gejala 13,Gejala 14,Gejala 15,Gejala 16,Gejala 17,Gejala 18,Gejala 19
Nematodosis,Bulu berdiri,Tidak nafsu makan,Kulit kering,Anemia,Bulu kusam,Busung di bawah rahang ,Kotoran bau asam butirat,Kotoran berlendir dan berdarah ,,,,,,,,,,,
Thelazia,Pembengkakan mata,Luka cornea mata,Kekeruhan cornea mata ,Photophobia,Lakrimasi,Terdapat cacing di mata,Kebutaan,,,,,,,,,,,,
Scabies,Gatal hebat ,Menggosok tubuh ke dinding ,Menggigit gigit tubuh ,Luka-luka dan lecet,Lepuh bernanah pada kulit,Kulit mengeras ,Kulit menebal serta melipat-lipat ,Bulu rontok,,,,,,,,,,,
Bloat,Perut sebelah kiri membesar,Terlihat lesu,Mengerang  kesakitan,Tidak nafsu makan,Kesulitan bernapas ,Perut kembung,Menjulurkan lehernya saat berbaring,,,,,,,,,,,,
Jembrana,Demam tinggi,Pembengkakan kelenjar limfe,Luka pada selaput lendir mulut,Berkeringat darah,Kotoran berdarah,Keguguran,Hypersalivasi,Kematian mendadak,,,,,,,,,,,
Akabane,Keguguran,Mumifikasi fetus,Kelahiran cacat,Kebutaan,Gangguan regurgitasi,Keguguran,,,,,,,,,,,,,
Enzootic Bovine leukosis (EBL),Tubuh kurus,Kondisi lemah,Kesulitan bernapas,Pembesaran organ,Tidak nafsu makan,Pembengkakan kelenjar limfe,Pincang,Kegagalan jantung,,,,,,,,,,,
Infectious Bovine Rhinotracheitis (IBR),Demam tinggi,Terlihat lesu,Hypersalivasi,Penurunan produksi susu,Keguguran,Edema kornea,Terlihat gelisah,Red nose,Radang hidung dan tenggorokan,Lakrimasi,,,,,,,,,
Blackleg,Kematian mendadak,Terlihat lesu,Kelumpuhan,Pembengkakan otot gerak,Terdengar suara krepitasi,Kenaikan suhu rektal,Pembengkakan paha,Pembengkakan bahu,,,,,,,,,,,
Colibacillosis,Koma,Suhu subnormal,Selaput lendir pucat,Mulut basah,Denyut jantung tak teratur,Tidak nafsu makan,Kondisi lemah,Stres,Sendi bengkak,Kelumpuhan,Meningitis ,Mencret ,Dehidrasi,Kematian mendadak,,,,,
Dermatophilosis,Radang kulit,Keropeng/kudis ,Kulit kasar,Tidak nafsu makan,Tubuh kurus ,Demam,Lymphodenopathy,,,,,,,,,,,,
Heartwater,Pembengkakan paru-paru,Pembengkakan limfa,Hydrothorax,Mulut dan hidung berbusa,Terlihat gelisah,Demam tinggi,Mulut bergerak seperti mengunyah,,,,,,,,,,,,
Orf,Radang kulit,kemerahan kulit (eritema), Keropeng pada mulut,Popula,Vesikula,Lesi kulit terbentuk di mulut,Tidak nafsu makan,Radang basah,Kulit menebal,,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,
Listeriosis,Demam tinggi,Stres,Berjalan sempoyongan,Kelumpuhan,Keguguran,Tidak nafsu makan,Terlihat gelisah,Meningitis,,,,,,,,,,,
Mastitis,Pembengkakan ambing dan puting,Penurunan produksi susu,Perubahan warna susu,Gangren ambing,Susu bening encer,Ambing keras dan memerah,,,,,,,,,,,,,
Paratuberkulosis,Tidak nafsu makan,Mencret,Tubuh kurus,Penurunan produksi susu,Suhu subnormal,Pembengkakan rahang,,,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Lakrimasi,Kekeruhan cornea mata,Kebutaan,Konjungtiva,Sekresi mata purulen,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,
Salmonellosis,Terlihat lesu,Demam,Tidak nafsu makan,Penurunan produksi susu,Mencret,Kotoran berlendir dan berdarah,Keguguran,Tubuh kurus,Dehidrasi,,,,,,,,,,
Tuberkulosis,Tubuh kurus,Kesulitan bernapas,Lesi pada alat kelamin,Batuk,Pembengkakan kelenjar limfe,Kembung rumen ,Terlihat lesu,,,,,,,,,,,,
Aspergillosis,Tidak nafsu makan,Kelumpuhan,Kesulitan bernapas,Keguguran,Radang paru,Kejang-kejang,,,,,,,,,,,,,
Anaplasmosis,Kematian mendadak,Demam tinggi,Tidak nafsu makan,Dehidrasi,Konstipasi,Kulit dan mata kekuningan,Keguguran,Anemia,Pembengkakan kelenjar limfe,Pembesaran jantung,Mukosa cepat kuning,,,,,,,,
Babesiosis,Demam,Anemia,Kencing berdarah,Penurunan produksi susu,Bulu kusam,Terlihat lesu,Kesulitan bernapas,Konvulsi,,,,,,,,,,,
